cell ID:  0 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.53
cell ID:  245 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.92
cell ID:  246 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.9
cell ID:  247 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.49
cell ID:  248 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.65
cell ID:  249 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.83
cell ID:  250 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.74
cell ID:  251 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.83
cell ID:  252 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.49
cell ID:  253 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.75
cell ID:  254 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.97
cell ID:  255 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.8
cell ID:  256 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.87
cell ID:  257 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.48
cell ID:  258 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.76
cell ID:  259 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.83
cell ID:  260 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.89
cell ID:  261 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.93
cell ID:  262 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.98
cell ID:  263 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.75
cell ID:  264 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.98
cell ID:  265 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.74
cell ID:  266 	 	 real cell type: B.Activated 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.3
cell ID:  267 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.54
cell ID:  268 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  269 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.96
cell ID:  270 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.92
cell ID:  271 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: NK 	 	 probability: 0.44
cell ID:  272 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.67
cell ID:  273 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.36
cell ID:  274 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.76
cell ID:  275 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.75
cell ID:  276 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.73
cell ID:  277 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.54
cell ID:  278 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.83
cell ID:  279 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  280 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.94
cell ID:  281 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.72
cell ID:  282 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  283 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  284 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.45
cell ID:  285 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.85
cell ID:  286 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  287 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.64
cell ID:  288 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  289 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  290 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.4
cell ID:  291 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.36
cell ID:  292 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.43
cell ID:  293 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  294 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.88
cell ID:  295 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.44
cell ID:  296 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.76
cell ID:  297 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.67
cell ID:  298 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.45
cell ID:  299 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  300 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.92
cell ID:  301 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.26
cell ID:  302 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.68
cell ID:  303 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  304 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  305 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.45
cell ID:  306 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.64
cell ID:  307 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  308 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.49
cell ID:  309 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  310 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  311 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  312 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.98
cell ID:  313 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.93
cell ID:  314 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.84
cell ID:  315 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  316 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.78
cell ID:  317 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.45
cell ID:  318 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.7
cell ID:  319 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.39
cell ID:  320 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.46
cell ID:  321 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.8
cell ID:  322 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.55
cell ID:  323 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  324 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.37
cell ID:  325 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.34
cell ID:  326 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  327 	 	 real cell type: DC.Myeloid 	 	 predicted cell type: DC.Myeloid 	 	 probability: 0.47
cell ID:  328 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  329 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.98
cell ID:  330 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  331 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.75
cell ID:  332 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.68
cell ID:  333 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.82
cell ID:  334 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.65
cell ID:  335 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  336 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  337 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.77
cell ID:  338 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.32
cell ID:  339 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.77
cell ID:  340 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.83
cell ID:  341 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.87
cell ID:  342 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.93
cell ID:  343 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.87
cell ID:  344 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  345 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.54
cell ID:  346 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.32
cell ID:  347 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  348 	 	 real cell type: Platelets 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  349 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.5
cell ID:  350 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.71
cell ID:  351 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.77
cell ID:  352 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.9
cell ID:  353 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  354 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  355 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  356 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  357 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.98
cell ID:  358 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.56
cell ID:  359 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.54
cell ID:  360 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  361 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  362 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  363 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  364 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.68
cell ID:  365 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  366 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.97
cell ID:  367 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.59
cell ID:  368 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.38
cell ID:  369 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  370 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.59
cell ID:  371 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.49
cell ID:  372 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.93
cell ID:  373 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.61
cell ID:  374 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.79
cell ID:  375 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.3
cell ID:  376 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  377 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.73
cell ID:  378 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.77
cell ID:  379 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.88
cell ID:  380 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  381 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.62
cell ID:  382 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.89
cell ID:  383 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.33
cell ID:  384 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.98
cell ID:  385 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.75
cell ID:  386 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  387 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.76
cell ID:  388 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.33
cell ID:  389 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  390 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.63
cell ID:  391 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.89
cell ID:  392 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.74
cell ID:  393 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.97
cell ID:  394 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  395 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.4
cell ID:  396 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.36
cell ID:  397 	 	 real cell type: NK 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.41
cell ID:  398 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.96
cell ID:  399 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.75
cell ID:  400 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.36
cell ID:  401 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.88
cell ID:  402 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.8
cell ID:  403 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.77
cell ID:  404 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.94
cell ID:  405 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  406 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.57
cell ID:  407 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.41
cell ID:  408 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.38
cell ID:  409 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.89
cell ID:  410 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.47
cell ID:  411 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.6
cell ID:  412 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  413 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.64
cell ID:  414 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  415 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.92
cell ID:  416 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  417 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.72
cell ID:  418 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  419 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.46
cell ID:  420 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.78
cell ID:  421 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.92
cell ID:  422 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.9
cell ID:  423 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  424 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  425 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.7
cell ID:  426 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.46
cell ID:  427 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  428 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  429 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.59
cell ID:  430 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.91
cell ID:  431 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.69
cell ID:  432 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.37
cell ID:  433 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.28
